Prix de vente,Type de logement,Zonage (Classification),Façade (en pieds),Superficie du lot (pieds²),Type de route,Forme du lot,Topographie du terrain,Services publics disponibles,Configuration du lot,Inclinaison du terrain,Quartier,Proximité (1ère condition),Proximité (2e condition),Type de bâtiment,Style de maison,Qualité globale,État général,Année de construction,Année de rénovation,Style de toit,Matériau du toit,Revêtement extérieur (1),Revêtement extérieur (2),Surface de parement (pieds²),Qualité extérieure,État extérieur,Type de fondation,Qualité du sous-sol,État général du sous-sol,Exposition du sous-sol,Type de finition sous-sol (1),Surface finie sous-sol,Type de finition sous-sol (2),Surface finie sous-sol 2,Surface non finie sous-sol,Total surface sous-sol,Type de chauffage,Qualité du chauffage,Climatisation centrale,Système électrique,Surface du premier étage,Surface du deuxième étage,Surface finie basse qualité (pieds²),Surface habitable totale,Salles de bain complètes sous-sol,Demi-salles de bain sous-sol,Salles de bain complètes,Demi-salles de bain
12.485830907348902,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,53.0,3982.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Bloomington Heights,Normale,Normale,Maison de ville (bout),Un étage,Très bon,Moyenne,2006.0,2006.0,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Bon,Moyen,PConc,Bon,Bon,Exposition au niveau moyen,Fini - Excellent,1154.0,Unf,0.0,366.0,1520.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1567.0,0.0,0.0,1567.0,1.0,0.0,2.0,0.0
12.520887034998584,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,62.0,12677.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison de ville (bout),Un étage,Très bon,Moyenne,2003.0,2004.0,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,456.0,Excellent,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,1218.0,Unf,0.0,300.0,1518.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1518.0,0.0,0.0,1518.0,0.0,0.0,1.0,1.0
12.328294703023394,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,69.0,7050.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,2001.0,2001.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,738.0,Unf,0.0,319.0,1057.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1057.0,872.0,0.0,1929.0,1.0,0.0,2.0,1.0
12.694655727828803,NIVEAUX MULTIPLES OU PARTIELS,Résidentiel basse densité,75.0,13860.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Niveaux divisés,Très bon,Bon,1972.0,1995.0,Pignon,Bardeau composite standard,Contreplaqué,Revêtement en bois,0.0,Bon,Moyen,CBlock,Bon,Moyen,Bonne exposition,Fini - Excellent,1274.0,Unf,0.0,542.0,1753.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1831.0,704.0,0.0,2466.0,1.0,0.0,2.0,1.0
11.931642378754141,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,80.0,10793.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Adjacente à une voie ferrée nord-sud,Normale,Maison individuelle,Deux étages,Moyenne,Moyenne,1969.0,1969.0,Mansardé,Bardeau composite standard,Bardeaux en bois,Panneau dur,263.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,493.0,BLQ,287.0,0.0,780.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,780.0,840.0,0.0,1620.0,0.0,0.0,2.0,1.0
12.694655727828803,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel flottant,85.0,9187.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2007.0,2009.0,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,162.0,Excellent,Moyen,PConc,Excellent,Moyen,Exposition moyenne,Fini - Excellent,1121.0,Unf,0.0,645.0,1753.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1766.0,0.0,0.0,1766.0,1.0,0.0,2.0,1.0
11.872353615355413,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,69.0,10530.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1971.0,1971.0,Pente,Bardeau composite standard,Contreplaqué,Contreplaqué,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,282.0,LwQ,35.0,664.0,981.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,981.0,0.0,0.0,981.0,1.0,0.0,1.0,1.0
11.495789479023493,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,60.0,7200.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,1950.0,1950.0,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,0.0,520.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1048.0,0.0,0.0,1048.0,0.0,0.0,1.0,0.0
11.951186847493476,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,85.0,10452.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1953.0,1953.0,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,216.0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition moyenne,Fini - Salle de jeux,500.0,Unf,0.0,594.0,1094.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1094.0,0.0,0.0,1094.0,0.0,0.0,1.0,0.0
11.951186847493476,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,70.0,7700.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Proche d'un espace vert ou parc,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,1966.0,1966.0,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,351.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,756.0,756.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1051.0,788.0,0.0,1839.0,0.0,0.0,1.0,1.0
11.385103457032141,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,36.0,3316.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Meadow Village,Normale,Normale,Maison de ville (intérieur),Foyer divisé,En dessous de la moyenne,Au-dessus de la moyenne,1970.0,1970.0,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,0.0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition au niveau moyen,Partiellement fini,131.0,GLQ,396.0,0.0,630.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,673.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0
12.235393555399902,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,65.0,8125.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Bon,Au-dessus de la moyenne,2007.0,2007.0,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,813.0,813.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,822.0,843.0,0.0,1665.0,0.0,0.0,2.0,1.0
11.58989576532275,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel basse densité,60.0,9084.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Proche d'une artère principale,Normale,Maison individuelle,Deux étages,En dessous de la moyenne,Moyenne,1940.0,1950.0,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition moyenne,Non fini,0.0,Unf,0.0,755.0,755.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,755.0,755.0,0.0,1510.0,1.0,0.0,1.0,0.0
12.160033942617156,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,70.0,8750.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,1996.0,1996.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,880.0,880.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,909.0,807.0,0.0,1716.0,0.0,0.0,2.0,1.0
11.813037464800539,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,60.0,10320.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Iowa DOT et chemin de fer,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Bon,1916.0,1995.0,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,756.0,756.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,756.0,713.0,0.0,1469.0,0.0,0.0,1.0,0.0
12.694655727828803,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,91.0,10437.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge,Normale,Normale,Maison individuelle,Un étage,Très bon,Au-dessus de la moyenne,1995.0,1995.0,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,456.0,Bon,Bon,PConc,Bon,Moyen,Bonne exposition,Fini - Excellent,1274.0,Unf,0.0,413.0,1753.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1831.0,0.0,0.0,2113.0,1.0,0.0,2.0,1.0
11.385103457032141,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,36.0,3316.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Briardale,Normale,Normale,Maison de ville (intérieur),Deux étages,Au-dessus de la moyenne,Moyenne,1971.0,1971.0,Pignon,Bardeau composite standard,Panneau dur,Stuc imitation,381.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,525.0,525.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,673.0,567.0,0.0,1092.0,0.0,0.0,1.0,1.0
11.8879382384223,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,72.0,10007.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,1959.0,2006.0,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,54.0,Bon,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,806.0,Unf,0.0,247.0,1053.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1053.0,0.0,0.0,1053.0,1.0,0.0,1.0,1.0
11.91170829631447,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel basse densité,60.0,7200.0,Pavé,Régulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente modérée,Crawford,Normale,Normale,Maison individuelle,Deux étages,Bon,Au-dessus de la moyenne,1931.0,2000.0,Pignon,Bardeau composite standard,Stuc,,0.0,Moyen,Médiocre,BrkTil,Bon,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,776.0,776.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,851.0,651.0,0.0,1502.0,0.0,0.0,1.0,1.0
11.487617913343598,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,78.0,17400.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Proche d'une artère principale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Moyenne,1948.0,1950.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,912.0,912.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,912.0,546.0,0.0,1458.0,0.0,1.0,1.0,0.0
12.025755079404917,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,75.0,9937.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Edwards,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,1964.0,1999.0,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,0.0,Moyen,Bon,PConc,Moyen,Moyen,Aucune exposition,Partiellement fini,637.0,Unf,0.0,849.0,1486.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1486.0,0.0,0.0,1486.0,1.0,0.0,1.0,0.0
12.19552218463499,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,69.0,12384.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Northwest Ames,Normale,Normale,Maison individuelle,Deux étages,Bon,Bon,1976.0,1976.0,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,233.0,Moyen,Moyen,CBlock,Bon,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,793.0,793.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1142.0,793.0,0.0,1935.0,0.0,0.0,2.0,1.0
12.694655727828803,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,52.0,17400.0,Pavé,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Northridge,Normale,Normale,Maison individuelle,Deux étages,Très bon,Bon,1994.0,2005.0,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,456.0,Bon,Moyen,PConc,Bon,Bon,Aucune exposition,Fini - Excellent,1274.0,Rec,180.0,88.0,1629.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1686.0,762.0,0.0,2448.0,1.0,0.0,2.0,1.0
11.608244735642321,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,104.0,13560.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,En dessous de la moyenne,1968.0,1968.0,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,216.0,Moyen,Moyen,CBlock,Médiocre,Médiocre,Aucune exposition,Non fini,0.0,Unf,0.0,1392.0,1392.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1392.0,0.0,0.0,1392.0,1.0,0.0,1.0,0.0
11.83138646878959,FOYER DIVISÉ,Résidentiel basse densité,90.0,10012.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,Foyer divisé,En dessous de la moyenne,Moyenne,1972.0,1972.0,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,0.0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition au niveau moyen,Partiellement fini,920.0,Rec,180.0,38.0,1138.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1181.0,0.0,0.0,1181.0,1.0,0.0,2.0,0.0
12.694655727828803,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,49.0,17400.0,Pavé,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Somerset,Adjacente à une voie ferrée nord-sud,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2005.0,2006.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Bon,Moyen,PConc,Excellent,Moyen,Exposition moyenne,Fini - Excellent,1274.0,Unf,0.0,356.0,1753.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1831.0,0.0,0.0,2097.0,1.0,0.0,1.0,1.0
12.348010479804223,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,104.0,11194.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,2000.0,2000.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,40.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,1406.0,1406.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1454.0,482.0,0.0,1936.0,0.0,0.0,2.0,1.0
11.767575435251748,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,69.0,17400.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,1965.0,1979.0,Plat,Gravier et bitume,Contreplaqué,Contreplaqué,113.0,Moyen,Bon,CBlock,Bon,Moyen,Aucune exposition,Fini - Qualité inférieure,187.0,Rec,396.0,111.0,1021.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1465.0,915.0,0.0,2380.0,0.0,0.0,2.0,1.0
12.173037959397275,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,65.0,8125.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1994.0,1998.0,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,258.0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,1138.0,Unf,0.0,270.0,1408.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1679.0,0.0,0.0,1679.0,1.0,0.0,2.0,0.0
12.031725210748633,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,69.0,14175.0,Pavé,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente modérée,Sawyer,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1956.0,1987.0,Pignon,Bardeau composite standard,Panneau de ciment,Revêtement en bois,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,988.0,Unf,0.0,200.0,1188.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1437.0,0.0,0.0,1437.0,1.0,0.0,1.0,1.0
11.83138646878959,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel basse densité,80.0,11600.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Crawford,Normale,Normale,Maison individuelle,Un étage,En dessous de la moyenne,Moyenne,1922.0,1950.0,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,0.0,Moyen,Moyen,BrkTil,Médiocre,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,700.0,700.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1180.0,0.0,0.0,1180.0,0.0,0.0,1.0,0.0
12.063938642041201,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,64.0,8633.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Double façade,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,2005.0,2005.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,193.0,Unf,0.0,545.0,738.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,738.0,738.0,0.0,1476.0,1.0,0.0,2.0,1.0
11.548302261270587,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel haute densité,54.0,6629.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Proche d'une artère principale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Au-dessus de la moyenne,1925.0,1950.0,Gabriel (grange),Bardeau composite standard,Revêtement en bois,Revêtement en bois,0.0,Moyen,Bon,BrkTil,Moyen,Moyen,Aucune exposition,Partiellement fini,551.0,Unf,0.0,121.0,672.0,Chauffage à gaz,Moyen,Non,Disjoncteurs,697.0,672.0,0.0,1369.0,1.0,0.0,2.0,0.0
12.013706813470414,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,69.0,11250.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Veenker,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Au-dessus de la moyenne,1977.0,1977.0,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,0.0,Bon,Moyen,CBlock,Bon,Moyen,Aucune exposition,Fini - Moyenne,767.0,Unf,0.0,441.0,1208.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1208.0,0.0,0.0,1208.0,1.0,0.0,1.0,1.0
12.458778882573533,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,104.0,14442.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Crawford,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Bon,1957.0,2004.0,Pente,Bardeau composite standard,Panneau de ciment,Panneau de ciment,106.0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Fini - Excellent,1186.0,Unf,0.0,291.0,1477.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1831.0,0.0,0.0,1839.0,1.0,0.0,2.0,0.0
11.849404844423074,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80.0,9200.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Au-dessus de la moyenne,1965.0,1965.0,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,892.0,Unf,0.0,244.0,1136.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1136.0,0.0,0.0,1136.0,1.0,0.0,1.0,0.0
11.908346971208951,2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel basse densité,36.0,3316.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northpark Villa,Normale,Normale,Maison de ville (intérieur),Deux étages,Au-dessus de la moyenne,Au-dessus de la moyenne,1978.0,1978.0,Pignon,Bardeau composite standard,Contreplaqué,Brique commune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,311.0,Unf,0.0,544.0,855.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,855.0,586.0,0.0,1441.0,0.0,0.0,2.0,1.0
11.385103457032141,2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,60.0,9600.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,En dessous de la moyenne,En dessous de la moyenne,1916.0,1950.0,Pignon,Bardeau composite standard,Bardeaux en amiante,Stuc,0.0,Moyen,Moyen,BrkTil,Moyen,Médiocre,Aucune exposition,Non fini,0.0,Unf,0.0,1095.0,1095.0,Chauffage à gaz (chaudière),Médiocre,Non,Disjoncteurs,1095.0,679.0,0.0,1774.0,1.0,0.0,2.0,0.0
11.603688960617083,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel basse densité,52.0,9022.0,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Un étage,Moyenne,Très bon,1924.0,2006.0,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,0.0,Bon,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0.0,Unf,0.0,768.0,768.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,792.0,0.0,0.0,848.0,0.0,0.0,1.0,0.0
12.694655727828803,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,80.0,11844.0,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Stone Brook,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2007.0,2008.0,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,456.0,Bon,Moyen,PConc,Excellent,Moyen,Exposition moyenne,Non fini,0.0,Unf,0.0,1468.0,1753.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1831.0,0.0,0.0,2046.0,0.0,0.0,2.0,1.0
